,0
KOTAKBANK.NS,0.1336083705662844
INFY.NS,0.13560000548087947
WIPRO.NS,0.09332764676998674
TECHM.NS,0.15352640720287253
ONGC.NS,0.1071638374121639
NTPC.NS,0.15995549566105513
ITC.NS,0.07638948928090221
NESTLEIND.NS,0.17241280582216167
BRITANNIA.NS,0.19893182157094214
SUNPHARMA.NS,0.12117189492296472
DRREDDY.NS,0.09433186970011861
APOLLOHOSP.NS,0.23090901597506505
BHARTIARTL.NS,0.20310323016728712
TATASTEEL.NS,0.22760092752976574
DLF.NS,0.23892852071519835
