Date,KOTAKBANK.NS,INFY.NS,WIPRO.NS,TECHM.NS,ONGC.NS,NTPC.NS,ITC.NS,NESTLEIND.NS,BRITANNIA.NS,SUNPHARMA.NS,DRREDDY.NS,APOLLOHOSP.NS,BHARTIARTL.NS,TATASTEEL.NS,DLF.NS
2015-01-01,,,,,,,,,,,,,,,
2015-01-02,0.010289109852643197,0.01965130305474161,0.008870448832724032,0.004894872322773969,0.014968647600818619,0.013688948484459784,0.003132295593115453,0.0021447516193677796,0.025689396241318718,0.004925749243228639,0.003395148996631514,0.0017319248125207132,0.005924779464536067,0.015576486416373436,0.013100443527167327
2015-01-05,-0.004010805984154264,-0.00859302426414843,0.0017942194801234823,-0.01668417095989938,0.011311604280048959,-0.0027699634568592035,0.003937113568421635,0.0005370583532642303,0.0006918690821584583,0.0006051184675897048,-0.022660862024251105,0.0033249008912938915,-0.02218904583632808,0.014485761983171086,-0.024425121138952233
2015-01-06,-0.011923143969757022,-0.02089278296964625,-0.023374626228107598,-0.010726529056758194,-0.0566329864230094,-0.03333340599395129,-0.025693077087340477,-0.0139070639583041,0.001090541791526345,-0.022014058677483295,-0.026314972482637478,-0.029780807355139216,-0.007844052658222078,-0.04847596464135184,-0.01583222606560053
2015-01-07,0.016102709807847004,0.00478450990507473,-0.007611130950971989,-0.004672289282585118,0.01470785612771941,0.024065982817995657,-0.018598369235439893,0.004185939546739625,0.0604974670171039,0.0015461610650560065,-0.008595405500197772,0.007832919327991794,0.002399911441016922,-0.019167792325874178,0.007108345389990278
2015-01-08,0.05438456537383485,0.00504175376823035,0.007207498702390902,0.016736399927351098,0.011093213283070558,0.01683633332372758,0.02503195187032148,0.004384002014268251,-0.013303273788733638,0.011113886515766724,0.008916568236546851,0.017939783044384594,0.017324042820794583,0.01555666993554583,0.060549693961885254
2015-01-09,0.015141792458788661,0.05117961707461349,0.015596307132189402,0.04429902960153509,0.026916534329354924,-0.032424983612570846,-0.015176688392301685,0.013633971041715265,-0.012137064445236434,0.013739453123246648,0.031797433434872735,-0.001509525672260148,-0.014813821825728435,0.011900473383736898,-0.034325832425489256
2015-01-12,0.007384835781238719,0.020005004196117726,0.004607292793482376,0.027477921521994908,-0.009402189699590724,-0.0017826000563223587,0.002661774777888759,0.01196298290648512,-0.006836810040832253,0.006324898551973046,0.013733563789925407,-0.00551263493441001,-0.01925246633156119,-0.007256466409954587,-0.009793210688132437
2015-01-13,0.01600981169729576,-0.012783734377784683,0.013397963802160628,0.002577932550506201,-0.022289158656899843,-0.00750001730315808,0.006287751094590899,0.03897712785024421,0.0007246299662770905,-0.002633610745131798,0.005019685333250479,0.028297949581206794,-0.00759399865682675,-0.01323261088865435,-0.023809544850292852
2015-01-14,-0.001256097988242777,0.01902919784707069,-0.020496998373733533,0.011028350484157068,0.012060644265378118,-0.008636220147002716,-0.034157090997618766,0.010008145146256142,0.0065428794653987765,-0.014944137853533546,-0.0046844098361746855,0.009086366615793429,-0.0014439547520901375,-0.03742012125041794,0.0007504657433339279
2015-01-15,0.006613072146548937,0.0026305670730124575,0.013678964181730091,-0.003492597314091239,0.0071213275479447,0.010526406521186527,0.029039404814845238,0.004018075403510846,-0.006115069233188608,0.006397426209538093,0.010067634602493047,-0.010900046352654846,0.010265882601369514,0.020963467401653002,0.10836136638962812
2015-01-16,-0.003605989497875828,-0.007473297495761866,-0.007953688677326931,0.012635799622707333,0.001731181275812066,0.00862051300905664,0.006147144293179085,0.025862493534016817,-0.0028179012204356813,0.02887747956293585,0.013963659085809432,0.03301699107966649,-0.01860576194702601,-0.003509070090052968,-0.010486924660520147
2015-01-19,-0.00422852038527477,-0.007458690333499662,0.05251769668040174,-0.005928628925004231,0.0011524755813487886,0.009615505186802986,-0.0036104407487449475,0.01270536966665281,-0.010395323267284429,0.015592720775641222,0.011595475292381696,0.012185703942148018,0.02216701749438732,0.0035214270242982515,-0.006153936065897092
2015-01-20,0.004498329054354766,0.010321005695404839,0.010612854612632727,0.0005537132588051552,0.008057809793545534,0.007760094838757059,0.0342811584649505,7.778941869918121e-05,0.006339518409442357,0.01077628427647448,-0.005325153566830609,0.008706498082757808,0.012698258377960903,0.04483408147325152,0.0020637371960441353
2015-01-21,-0.005409604767494081,0.021513892361433085,-0.0028792411324054523,-0.0018920496935517228,-0.012132627853916556,0.004550174542620411,-0.04958222585937622,0.0007771409525672013,-0.0029675539060881606,0.01564843216145073,0.008967949237186579,0.011728616918364132,0.039729267955962655,-0.012189166891395486,-0.01338808498001387
2015-01-22,-0.0003601101735283274,0.012235637987844994,0.018588238789177813,-0.013731040418578422,0.019794580487972446,-0.022996380875608624,-0.005812509551226475,0.002408423112753466,-0.007258373156848519,0.038489629096111644,0.007614432785586933,0.013715176188875411,0.0027100551708123533,0.015865277015245427,0.0340988476063675
2015-01-23,-0.0016936933498626905,0.008468525711578856,0.012193906548189748,0.008212086332529234,-0.011617840749115205,0.01212559493922738,-0.003422101111243747,0.022727584360844544,0.007100916792898149,0.007336688358922094,-0.0034659862278133557,0.04220049834638484,0.038108186946082645,-0.0007438095231663278,0.05450874004556949
2015-01-27,0.002201558272058035,-0.03546215425415955,-0.005400331736645003,0.012909960226284323,0.004157260608209201,0.008808975804963204,0.030619680731530874,0.012633696680357076,-0.0001565943569780126,-0.013811164785545893,-0.040960242973898664,0.04253934703015583,0.026295012446588828,-0.011659594664403583,0.007657801461530944
2015-01-28,-0.02679402110139495,0.0037677715260575617,0.014535288372210742,0.020130452875652072,0.01042113749998852,-0.0020958038732568074,0.005969586832755169,-0.006258184446418014,-0.00031346161307743703,-0.004649843716002966,0.00829602324387313,0.05362604007093674,-0.052257527206852394,-0.01819788163478253,0.032615604362600026
2015-01-29,-0.0146174595965477,0.00044316436527669367,-0.0074927911643489775,0.010806094881475659,-0.005651084525220451,-0.007000334668600172,0.021804901223404283,-0.012267285991294785,-0.002821740561238628,0.011047104593668422,0.03835991134545713,-0.043721401106733504,0.005888574915569267,-0.0019174471039047347,0.022079128016646354
2015-01-30,-0.006909753001422492,-0.00167809843595923,0.006387881887420788,-0.012360221390635195,-0.001563483098133367,0.01268977903938473,-0.004456768754909635,-0.014055272998141577,-0.010139555869728256,-0.002228710590265748,-0.03866726453190028,-0.0336925729412717,-0.005588117092900524,0.00012792185056653693,0.019502021613442055
2015-02-02,0.022802740003563082,-0.00235750673813373,0.030582882281824375,0.00925563787019934,-0.00426924772954318,-0.011138554012548152,-0.021435609152918533,-0.00750695198418827,0.005876067810554497,0.01236716698034579,-0.02911922997731864,0.027254696892151653,-0.03853361230759644,-0.016903341829197838,0.01795181016173486
2015-02-03,-0.03405179808580161,-0.007464515060703891,-0.005679303907177746,0.008324501495230674,0.027440265752241455,0.013727785841737061,0.014973207199340921,0.002669832675808559,0.0127097792409947,0.013077086620244316,-0.01654944293612759,-0.038981815154311206,0.03409422357555836,-0.007164488530983837,-0.016478628200160328
2015-02-04,-0.011329834858588073,0.010349608759518736,-0.003780824660489235,-0.022917893933691147,0.025316617927389817,-0.003141402838332197,0.0042343532101776216,-0.01423343586497472,-0.01566823786272198,0.018804793683922405,0.0031582463699579844,0.009832126866051949,-0.006997960344728105,0.02125450645409166,0.019106270238684164
2015-02-05,-0.0027873747883661038,0.023776605483661895,0.03076558588384737,0.005434276036276442,-0.0322886561584923,-0.018557563748367034,0.0035363903785012862,-0.011264308769423304,-0.021435054311041424,0.0006257001148057828,-0.008024089435441195,-0.01134020598546892,-0.011519000979509197,-0.025565176046680516,-0.022786418272397024
2015-02-06,-0.016305513325301946,0.016728998930465977,0.007833876118566119,-0.0025800183806792276,-0.015841533002457275,-0.0010701347544449513,0.012469553032272707,-0.0021159831106960514,0.013838742746009824,-0.03407839265747137,-0.009033194412376377,-0.02421488568688479,0.009734168352224959,-0.02795000423496885,-0.03512386773823528
2015-02-09,-0.0005130566975043438,0.008249122029478917,0.007073451771520078,-0.0139497201326233,0.015241918205117333,-0.008571607005152804,-0.01499315295829573,-0.007139146131520224,0.0015963625343040633,0.015752242147454965,0.01800100769110191,-0.024459986858047178,-0.032994245714978776,-0.05750726492820801,-0.03884978932624994
2015-02-10,0.015399844958375208,0.013073103782944573,-0.00802701174517062,-0.020546180203294573,-0.0047705675442191176,-0.01188773540963517,0.005436140940509038,-0.0060348452112032325,0.027149855948461088,-0.023262254989816156,0.010131754254213643,-0.013915701258103264,0.00014075903157784175,0.029644599946850203,0.002864459845733469
2015-02-11,0.010071902820434575,0.0028750735225080426,-0.006535999115122704,0.02868788164484104,-0.02735088313011258,0.021874025876192915,0.0033792061191249,0.012790606132549787,-0.0018363746857515961,0.006851315004248404,0.006995997419867894,0.05122389997602106,-0.00014073922126134342,0.020265576294924426,0.005395034074849203
2015-02-12,-0.0016169440563436055,0.01153252323046039,0.01315785364518729,0.02377061077898035,0.00434868993387405,0.013913592358189675,-0.0020205222120395216,-0.008203754098595861,0.019588478292296818,-0.002429953962451825,0.05671873274883721,0.01381617560746573,-0.009547796533382114,0.0008219878924735635,0.0022096407394609496
2015-02-13,0.009949031266348607,-0.00653322361945996,0.021490261060593374,-0.00781987872455081,-0.0199165894400668,0.008093150144139027,0.020653191861304432,0.030631699360250897,0.02815765878590537,0.018351999171136057,0.0038271513030285753,0.0017372650767233377,0.006521129087806665,0.00342181340224057,-0.022362377789788335
2015-02-16,-0.013020501146450703,-0.0075566633111789905,0.0012108133902459794,0.0045037380587886755,0.0026506381132769263,0.005235450256209306,0.030551655010352174,0.016165308235451592,0.005586046217684881,-0.027430808590308886,0.0021830777357176867,0.0009631687143838441,0.01788749051777505,0.008866494688963167,0.001933203601836686
2015-02-18,0.011876855777327222,0.00778931298472485,0.011338050780746567,-0.002517868563942205,-0.02305764295007451,0.014236165519171173,0.009368385060571693,0.003070708376738507,0.010618352470092685,0.0033340908820285176,0.0008952927270227118,0.0056598378446721664,-0.025875335766787355,-0.0062196414063864225,-0.03569154798389351
2015-02-19,-0.0004203761041788878,0.012279694532394636,-0.014200279840356989,-0.021471023604617168,0.0025554273808774397,0.004108174937195397,-0.010171698296287501,-0.017798045661133743,0.012306787972946598,-0.0011982937310773822,0.008541482037015768,-0.00034456649963154895,0.013352267409772578,0.021088404609835854,0.0020008883388007437
2015-02-20,-0.006884890162206725,-0.017894846965779587,-0.014404832492808328,-0.007049071554674824,-0.008247173805079666,-0.006818975669633409,0.017469518234038306,0.019171546216072866,0.00790433775252164,-0.003817956620868923,0.006207730911581333,0.023246933264805092,-0.020605643749056046,-0.0014656209299904743,0.0073212138116944825
2015-02-23,0.01432701249486823,-0.007664795597997265,-0.000384688059925975,-0.01119158146628374,-0.01768955393424476,0.0027463359815780297,-0.014644559813753122,-0.024697967459648917,-0.017711120355928922,-0.0049825490044561604,-0.004142381912284554,0.016094335984377484,-0.005867831612456964,-0.01961561908484777,-0.03171465396316475
2015-02-24,0.02540147620440525,0.00317769296771786,0.0050020130217747205,0.004516557361074813,-0.03016772716667826,0.0037658115328036423,0.013965375688198334,0.0014715256486259598,0.006115252851691011,0.001980789853743392,-0.008864943028406458,-0.003315469450738462,-0.015116560476775454,-0.022458352511739554,0.000682475547173933
2015-02-25,-0.005739364947289438,0.01971179983117577,0.01653900867340652,-0.010300068306861698,0.006665337819091732,-0.003751683400187722,0.010108629428253524,0.006098777138454636,-0.001736556006067258,-0.021637427759028882,-0.023930408712002693,-0.029381266421491636,0.019149167351392826,-0.02283486665150758,0.005455258187352596
2015-02-26,-0.006852595014134488,-0.025673327205573027,-0.008888376359278305,-0.005230233435470022,0.006937201535614612,0.049982919012881544,-0.010132761927113543,-0.004693374131873651,-0.006644449247074968,-0.028122303960917416,-0.00827900794489922,-0.010128284833441414,0.0021512764393356587,-0.016243855435905896,0.02068470716571591
2015-02-27,0.0032998357875901885,0.0033877909511201842,-0.0054718495003536205,0.0318945128218695,0.016909163750129963,0.033257195268461937,-0.004928197182018534,0.0002135387347894646,0.013523570355989056,0.015247616785554863,0.007948474729918109,0.0017694063982744979,0.016745644217369904,0.015787927145733516,0.03621252427276733
2015-03-02,0.05004687942533548,0.011453107416754094,0.015589121572075593,0.008569173860898838,-0.014472830350915511,0.0066267275096332234,-0.12814339660276253,-0.004393710876832602,0.018694976411973485,0.052679402889569626,0.03312966582733656,0.035287853172049743,-0.017314182870712402,0.005418452622144576,-0.008977087602986877
2015-03-03,0.0028473772893276017,0.00268384788967424,0.011963953936551475,0.01694011677224494,0.0014056893613381138,-0.00501563678499084,-0.0049524832402367824,0.015192756913986472,0.021791475044774078,0.0192932329447697,0.0062743757435397285,0.04168822280627005,0.000572947990526318,0.0017017996602892715,-0.02102897940542625
2015-03-04,0.0011003079069822341,-0.010096820563563647,-0.01925789558963964,-0.009970752884849388,0.00015653585090213973,-0.00756108089648222,0.007904845054042653,0.028677237579558756,-0.007447113107476255,0.06706950892580976,-0.005120351466397444,0.009684270501485681,0.005726511770236531,-0.014158161966360994,0.01850642871916741
2015-03-05,0.0014183043795605865,-0.011891753074210087,0.012585167398924346,-0.0004687711341870848,-0.0018717068322404717,0.004126558600804353,0.005809709462682333,-0.0005206811303297698,0.027061565000652044,0.03224677765308215,0.015057054173780227,-0.006629351450184617,-0.009537444660000949,-0.014074289484953262,0.00032440730528127126
2015-03-09,-0.03374047472503128,-0.02560510393716442,-0.011530259754560457,-0.023209044113156496,-0.012345650165424993,-0.040151699459396006,-0.02281574766783878,0.012109719921645112,-0.0051564286623930755,0.0021659749643940795,0.00756931792852833,-0.03219718791490034,-0.012790914357646566,-0.020247664601075188,-0.020434609528981684
2015-03-10,-0.012311426459125419,0.003630169368670888,-0.008786620371290632,0.010119550166429292,-0.005063468554607042,-0.012187170817330895,0.0005911015947821507,0.0017400336781323578,-0.019687819559224606,-0.015705888432338333,-0.00872378659591666,-0.003741241458213418,0.0713349777497172,-0.013975484874507837,-0.04039740404867609
