,KOTAKBANK.NS,INFY.NS,WIPRO.NS,TECHM.NS,ONGC.NS,NTPC.NS,ITC.NS,NESTLEIND.NS,BRITANNIA.NS,SUNPHARMA.NS,DRREDDY.NS,APOLLOHOSP.NS,BHARTIARTL.NS,TATASTEEL.NS,DLF.NS
2016-02-01,0.08366550065063243,0.1500000000000078,0.1500000000000078,0.0,0.0,0.1500000000000078,0.0,0.0,0.1500000000000078,0.1500000000000078,0.016334499349320627,0.1500000000000078,0.0,0.0,0.0
2016-05-02,0.14999999999999983,0.14999999999999983,0.14999999999999983,0.0,0.0,0.0,0.11362158028599616,0.0,0.14999999999999983,0.0,0.0,0.14999999999999983,0.0,0.13637841971400472,0.0
2016-08-01,0.05833933039626807,0.0,0.0,0.0,0.0,0.14999999999999983,0.14999999999999933,0.14999999999999963,0.08076206869423826,0.09712441461587062,0.0,0.01377418629362382,0.0,0.15000000000000016,0.15000000000000016
2016-11-01,0.14999999999999744,0.0,0.0,0.0,0.1483425444526754,0.1499999999999998,0.14999999999999958,0.14999999999999822,0.10165745554732822,0.0,0.0,0.0,0.0,0.15000000000000133,0.0
2017-02-01,0.10077206337111959,0.0,0.0,0.0,0.15000000000000055,0.1499999999999998,0.15000000000000033,0.09783536693605804,0.08607729335839971,0.0,0.029506475475271368,0.0,0.08580880085915048,0.15000000000000024,0.0
2017-05-02,0.15000000000000055,0.0,0.0,0.0,0.15000000000000055,0.15000000000000055,0.15000000000000055,0.15000000000000055,0.15000000000000055,0.0,0.0,0.0,0.0,0.03972024167951511,0.060279758320481505
2017-08-01,0.15000000000000058,0.0,0.15000000000000058,0.0,0.15000000000000058,0.05577368429301719,0.10524252316341313,0.0,0.15000000000000058,0.0,0.0,0.0,0.08898379254356965,0.1499999999999977,0.0
2017-11-01,0.15000000000000077,0.0,0.15000000000000077,0.03237180840811935,0.0,0.15000000000000077,0.0402051579900288,0.02742303360185209,0.15000000000000077,0.0,0.0,0.0,0.15000000000000077,0.14999999999999586,0.0
2018-02-01,0.1500000000000003,0.07288717834430954,0.1500000000000003,0.061244326342809324,0.0,0.0,0.0,0.1500000000000003,0.1500000000000003,0.0,0.0,0.0,0.0858139072934234,0.13269412209538942,0.047360465924067
2018-05-02,0.15000000000000024,0.14715974369312232,0.062196997874325734,0.15000000000000188,0.0,0.030566553704127607,0.010486880599492378,0.1499999999999984,0.1499999999999977,0.0,0.0,0.0,0.03648648885252694,0.11310333527640681,0.0
2018-08-01,0.1500000000000019,0.1500000000000019,0.0,0.1500000000000019,0.07089378804268714,0.0,0.13845831883302234,0.14999999999999777,0.14999999999999353,0.018534131107121963,0.0,0.0,0.02211376201717159,0.0,0.0
2018-11-01,0.0803256900217862,0.15000000000000002,0.11023199359727312,0.14999999999999938,0.0,0.0,0.10823883676254828,0.15000000000000002,0.14128652471857484,0.013677364435832659,0.04272539218758254,0.05351419827640289,0.0,0.0,0.0
2019-02-01,0.12188457238365333,0.1500000000000007,0.14999999999999897,0.10890761378408835,0.0,0.0,0.03506607511051063,0.14999999999999938,0.14999999999999872,0.0,0.0578986099874059,0.07624312873434416,0.0,0.0,0.0
2019-05-02,0.15000000000000002,0.1499999999999997,0.1500000000000001,0.10480107218931722,0.0,0.0,0.13479771024155882,0.1500000000000001,0.0,0.0,0.1500000000000001,0.010401217569123983,0.0,0.0,0.0
2019-08-01,0.09144991309114908,0.14999999999999933,0.14999999999999933,0.0,0.0,0.06321639531897424,0.0,0.14999999999999933,0.0,0.0,0.14999999999999933,0.14999999999999783,0.09533369158988139,0.0,0.0
2019-11-01,0.14999999999999902,0.05517215522041578,0.1180947844861688,0.03011380273735909,0.0,0.0,0.0,0.14999999999999902,0.08383030419174001,0.0,0.11278895336432254,0.149999999999997,0.14999999999999866,0.0,0.0
2020-02-03,0.14999999999999736,0.08223385792992564,0.0,0.1499999999999989,0.0,0.0,0.0,0.1499999999999974,0.0,0.047808105780622015,0.14999999999999966,0.04251690075739628,0.1500000000000014,0.0,0.07744113553206133
2020-05-04,0.0,0.11201983567277454,0.0,0.0,0.0,0.0,0.0,0.14999999998654176,0.14999999998654176,0.1379801643945166,0.14999999998654176,0.14999999998654176,0.14999999998654176,0.0,0.0
2020-08-03,0.0,0.15000000000000047,0.0,0.0,0.0,0.0,0.0,0.15,0.14999999999999933,0.15000000000000047,0.1499999999999991,0.10000000000000014,0.15000000000000047,0.0,0.0
2020-11-02,0.0,0.15000000000000005,0.1500000000000042,0.0,0.0,0.0,0.0,0.1499999999999976,0.0,0.10000000000000217,0.1499999999999882,0.1500000000000054,0.15000000000000233,0.0,0.0
2021-02-01,0.0,0.1499999999999988,0.15000000000000024,0.06397293543774324,0.0,0.0,0.0,0.03602706456225716,0.0,0.1500000000000002,0.14999999999999997,0.15000000000000016,0.0,0.15000000000000024,0.0
2021-05-03,0.026225072988117163,0.15000000000000008,0.1499999999999998,0.14075178099786467,0.023104568400477078,0.0,0.07588949676610654,0.0,0.06417787055552755,0.037795774142297234,0.032055436149611,0.15,0.0,0.14999999999999902,0.0
2021-08-02,0.011432876654201077,0.14999999999999944,0.15000000000000005,0.15000000000000005,0.0057156883684537545,0.07057565372812412,0.0,0.0016985194383417608,0.0,0.06456914338994635,0.0,0.14999999999999986,0.0,0.14999999999999925,0.09600811842093433
2021-11-01,0.061119054442104116,0.011500233013889982,0.1500000000000001,0.14013947820662226,0.1500000000000001,0.015500279240088004,0.008314637452777019,0.07814284650623632,0.0,0.007990831555432246,0.0,0.13120618557867114,0.07109592155298503,0.1500000000000001,0.024990532451193648
2022-02-01,0.0,0.15,0.0,0.15000000000000005,0.15000000000000002,0.1499999999999999,0.0,0.004118295076631556,0.0,0.15000000000000005,0.0,0.15000000000000005,0.03262801624231173,0.0632536886810566,0.0
2022-05-02,0.0,0.0034157062415033673,0.0,0.06509556713467747,0.15,0.15000000000000002,0.10503848931828895,0.15000000000000002,0.0,0.15000000000000002,0.0,0.07594501504546396,0.15000000000000002,0.0,0.0005052222600661757
2022-08-01,0.0,0.0,0.0,0.0,0.11121312088878467,0.1499999999999971,0.1499999999999971,0.13878687911122983,0.1499999999999971,0.1499999999999971,0.0,0.0,0.1499999999999971,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.14999999999948296,0.14999999999886743,0.14999999999880373,0.14999999999435887,0.14999999999913707,0.0,0.1000000000100415,0.14999999999930852,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.038823698954166944,0.15000000000001795,0.15000000000001795,0.1488858638380148,0.15000000000001795,0.15000000000001795,0.03390111694175617,0.0,0.15000000000001795,0.02838932026597217,0.0
2023-05-02,0.1359732963817644,0.0,0.0,0.0,0.016720542764326357,0.13741214195558826,0.14999999999996974,0.14999999999996974,0.14999999999996974,0.057245655828306534,0.14999999999996974,0.0,0.05264836307013534,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.15000000000000016,0.15000000000000016,0.1499999999999995,0.010503035982102,0.1225760526569389,0.14999999999999986,0.11597229926282096,0.014180663300673689,0.13676794879746484,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.14999999999999994,0.14999999999999988,0.14999999999999994,0.11590629158934447,0.08698489689556763,0.058447193248732064,0.12640194074726807,0.0,0.04182463043768922,0.0,0.12043504708139872
2024-02-01,0.0,0.0,0.0,0.0,0.11763945760136799,0.14999999999999938,0.10805066558966465,0.0739140256952032,0.0,0.13078105942034843,0.11478225357237817,0.023853528532928707,0.1499999999999997,0.0,0.1309790095881097
2024-05-02,0.0,0.01612015150630045,0.0,0.0,0.13489301084939437,0.14999999999999958,0.004383462200073908,0.14432949472216977,0.0,0.14999999999999977,0.08804971042691419,0.005361923395051968,0.14999999999999647,0.006862246900099205,0.15000000000000033
2024-08-01,0.0,0.12087057967881042,0.0,0.0,0.07556966384376522,0.1499999999999996,0.0,0.027796625037514875,0.1157810305653172,0.14999999999999913,0.11058015232524314,0.03726577999982988,0.1499999999999997,0.0,0.06213616854952075
2024-11-01,0.0,0.07313272883451141,0.020599587681630067,0.10850615675544074,0.0,0.15000000000000002,0.040210466883037026,0.0,0.15000000000000016,0.15000000000000016,0.007551059845380172,0.14999999999999994,0.15000000000000016,0.0,0.0
2025-02-01,0.032814611699856645,0.09547893500952469,0.1500000000000003,0.14890167930268625,0.06103009707501657,0.0,0.02080325880916668,0.0,0.04328503917176178,0.14999999999999944,0.0,0.14768637893198955,0.14999999999999816,0.0,0.0
2025-05-02,0.1499999999999997,0.0,0.0,0.1499999999999997,0.0,0.0,0.10000000000000178,0.0,0.1499999999999997,0.1499999999999997,0.0,0.1499999999999997,0.1499999999999997,0.0,0.0
2025-08-01,0.14999999999999736,0.0,0.030945655290690724,0.11927019246346406,0.0,0.0,0.0,0.0,0.14999999999997515,0.14999999999998337,0.0,0.14999999999999344,0.14999999999999505,0.09978415224590091,0.0
2025-11-03,0.14999999999999863,0.0,0.0,0.0,0.10000000000000069,0.0,0.0,0.1500000000000001,0.1500000000000001,0.0,0.0,0.1500000000000001,0.1500000000000001,0.1500000000000001,0.0
2026-02-02,0.1499999999999996,0.0,0.0,0.0,0.08724985455269728,0.1499999999999996,0.0,0.1499999999999996,0.1499999999999996,0.0,0.0,0.012750145447305062,0.1499999999999996,0.1499999999999996,0.0
2026-05-01,0.0,0.0,0.0,0.08667166903563021,0.14999999999999922,0.14999999999999922,0.0,0.14999999999999922,0.1017217046771208,0.0,0.14999999999999922,0.005049027920702434,0.05655759836655058,0.14999999999999922,0.0
2026-08-03,0.0,0.0,0.0,0.14999999999999894,0.12268756222800947,0.06914188247506702,0.0,0.14999999999999894,0.0,0.14999999999999894,0.0,0.14999999999999894,0.07109453704404813,0.13707601825287946,0.0
